index,Name,Repository,Stars,LOC,Size_Classification
112,sling-org-apache-sling-commons-messaging-mail,https://github.com/apache/sling-org-apache-sling-commons-messaging-mail.git,2,4500,0.0
832,usergrid-qakka,https://github.com/apache/usergrid-qakka.git,2,4600,0.0
330,creadur-tentacles,https://github.com/apache/creadur-tentacles.git,2,4600,0.0
423,sling-org-apache-sling-scripting-xproc,https://github.com/apache/sling-org-apache-sling-scripting-xproc.git,2,4800,0.0
339,sling-org-apache-sling-commons-threads,https://github.com/apache/sling-org-apache-sling-commons-threads.git,6,4800,0.0
591,datasketches-vector,https://github.com/apache/datasketches-vector.git,11,4800,0.0
551,sling-org-apache-sling-bundleresource-impl,https://github.com/apache/sling-org-apache-sling-bundleresource-impl.git,1,4900,0.0
435,sling-org-apache-sling-scripting-sightly-js-provider,https://github.com/apache/sling-org-apache-sling-scripting-sightly-js-provider.git,1,4900,0.0
438,sling-org-apache-sling-scripting-sightly-compiler-java,https://github.com/apache/sling-org-apache-sling-scripting-sightly-compiler-java.git,1,4900,0.0
534,sling-org-apache-sling-dynamic-include,https://github.com/apache/sling-org-apache-sling-dynamic-include.git,16,5000,0.0
437,sling-org-apache-sling-scripting-console,https://github.com/apache/sling-org-apache-sling-scripting-console.git,1,5000,0.0
621,freemarker-online-tester,https://github.com/apache/freemarker-online-tester.git,54,5000,0.0
174,sling-jspc-maven-plugin,https://github.com/apache/sling-jspc-maven-plugin.git,2,5000,0.0
310,cordova-plugin-splashscreen,https://github.com/apache/cordova-plugin-splashscreen.git,618,5000,0.0
638,fineract-cn-payroll,https://github.com/apache/fineract-cn-payroll.git,7,5200,0.0
244,sling-org-apache-sling-i18n,https://github.com/apache/sling-org-apache-sling-i18n.git,5,5200,0.0
805,usergrid-android,https://github.com/apache/usergrid-android.git,10,5300,0.0
576,sling-feature-converter-maven-plugin,https://github.com/apache/sling-feature-converter-maven-plugin.git,1,5300,0.0
506,sling-org-apache-sling-kickstart,https://github.com/apache/sling-org-apache-sling-kickstart.git,3,5300,0.0
622,geronimo-config,https://github.com/apache/geronimo-config.git,15,5300,0.0
812,skywalking-oal-tool,https://github.com/apache/skywalking-oal-tool.git,8,5300,0.0
225,sling-scriptingbundle-maven-plugin,https://github.com/apache/sling-scriptingbundle-maven-plugin.git,2,5300,0.0
351,sling-maven-plugin,https://github.com/apache/sling-maven-plugin.git,4,5300,0.0
752,maven-repository-plugin,https://github.com/apache/maven-repository-plugin.git,1,5300,0.0
373,sling-org-apache-sling-auth-saml2,https://github.com/apache/sling-org-apache-sling-auth-saml2.git,3,5400,0.0
644,accumulo-classloaders,https://github.com/apache/accumulo-classloaders.git,2,5500,1.0
195,sling-org-apache-sling-testing-jcr-mock,https://github.com/apache/sling-org-apache-sling-testing-jcr-mock.git,1,5500,1.0
321,sling-org-apache-sling-repoinit-parser,https://github.com/apache/sling-org-apache-sling-repoinit-parser.git,4,5500,1.0
489,sling-org-apache-sling-jcr-js-nodetypes,https://github.com/apache/sling-org-apache-sling-jcr-js-nodetypes.git,1,5600,1.0
343,sling-org-apache-sling-discovery-oak,https://github.com/apache/sling-org-apache-sling-discovery-oak.git,1,5600,1.0
634,geode-kafka-connector,https://github.com/apache/geode-kafka-connector.git,4,5600,1.0
558,sling-org-apache-sling-installer-it,https://github.com/apache/sling-org-apache-sling-installer-it.git,2,5700,1.0
407,sling-maven-launchpad-plugin,https://github.com/apache/sling-maven-launchpad-plugin.git,2,5700,1.0
417,sling-org-apache-sling-servlet-helpers,https://github.com/apache/sling-org-apache-sling-servlet-helpers.git,1,5700,1.0
406,james-postage,https://github.com/apache/james-postage.git,2,5700,1.0
169,sling-org-apache-sling-validation-core,https://github.com/apache/sling-org-apache-sling-validation-core.git,1,5700,1.0
281,cassandra-in-jvm-dtest-api,https://github.com/apache/cassandra-in-jvm-dtest-api.git,3,5800,1.0
476,sling-org-apache-sling-scripting-java,https://github.com/apache/sling-org-apache-sling-scripting-java.git,1,5800,1.0
630,fineract-cn-rhythm,https://github.com/apache/fineract-cn-rhythm.git,2,5900,1.0
541,sling-org-apache-sling-commons-mime,https://github.com/apache/sling-org-apache-sling-commons-mime.git,1,6000,1.0
359,sling-org-apache-sling-karaf-integration-tests,https://github.com/apache/sling-org-apache-sling-karaf-integration-tests.git,1,6000,1.0
808,usergrid-java,https://github.com/apache/usergrid-java.git,9,6000,1.0
693,incubator-sdap-ningester,https://github.com/apache/incubator-sdap-ningester.git,4,6100,1.0
650,fineract-cn-interoperation,https://github.com/apache/fineract-cn-interoperation.git,2,6100,1.0
637,fineract-cn-reporting,https://github.com/apache/fineract-cn-reporting.git,5,6300,1.0
750,metamodel-membrane,https://github.com/apache/metamodel-membrane.git,16,6300,1.0
114,apisix-java-plugin-runner,https://github.com/apache/apisix-java-plugin-runner.git,43,6400,1.0
353,aries-typedevent,https://github.com/apache/aries-typedevent.git,2,6400,1.0
182,hbase-thirdparty,https://github.com/apache/hbase-thirdparty.git,11,6500,1.0
692,any23-server,https://github.com/apache/any23-server.git,3,6500,1.0
334,parquet-format,https://github.com/apache/parquet-format.git,952,6600,1.0
226,sling-org-apache-sling-scripting-bundle-tracker-it,https://github.com/apache/sling-org-apache-sling-scripting-bundle-tracker-it.git,1,6600,1.0
513,sling-org-apache-sling-provisioning-model,https://github.com/apache/sling-org-apache-sling-provisioning-model.git,1,6700,1.0
248,flink-training,https://github.com/apache/flink-training.git,365,6700,1.0
398,activemq-artemis-native,https://github.com/apache/activemq-artemis-native.git,8,6700,1.0
494,sling-org-apache-sling-launchpad-contrib-testing,https://github.com/apache/sling-org-apache-sling-launchpad-contrib-testing.git,1,6700,1.0
415,sling-org-apache-sling-testing-paxexam,https://github.com/apache/sling-org-apache-sling-testing-paxexam.git,1,6900,1.0
688,axis-axis2-java-transports,https://github.com/apache/axis-axis2-java-transports.git,1,6900,1.0
259,sling-org-apache-sling-scripting-sightly,https://github.com/apache/sling-org-apache-sling-scripting-sightly.git,10,7000,1.0
111,hbase-filesystem,https://github.com/apache/hbase-filesystem.git,7,7100,1.0
529,sling-org-apache-sling-commons-scheduler,https://github.com/apache/sling-org-apache-sling-commons-scheduler.git,3,7300,1.0
673,fineract-cn-group,https://github.com/apache/fineract-cn-group.git,3,7300,1.0
243,cassandra-sidecar,https://github.com/apache/cassandra-sidecar.git,24,7400,1.0
838,clerezza-rdf-core,https://github.com/apache/clerezza-rdf-core.git,2,7400,1.0
424,sling-slingstart-maven-plugin,https://github.com/apache/sling-slingstart-maven-plugin.git,2,7500,1.0
635,fineract-cn-office,https://github.com/apache/fineract-cn-office.git,4,7500,1.0
320,skywalking-agent-test-tool,https://github.com/apache/skywalking-agent-test-tool.git,17,7700,1.0
724,any23-plugins,https://github.com/apache/any23-plugins.git,1,8000,1.0
294,turbine-fulcrum-yaafi-crypto,https://github.com/apache/turbine-fulcrum-yaafi-crypto.git,1,8000,1.0
328,rocketmq-exporter,https://github.com/apache/rocketmq-exporter.git,167,8100,1.0
414,sling-org-apache-sling-servlets-get,https://github.com/apache/sling-org-apache-sling-servlets-get.git,5,8100,1.0
456,sling-org-apache-sling-scripting-jsp-taglib,https://github.com/apache/sling-org-apache-sling-scripting-jsp-taglib.git,1,8300,1.0
196,skywalking-banyandb-java-client,https://github.com/apache/skywalking-banyandb-java-client.git,10,8400,1.0
274,maven-install-plugin,https://github.com/apache/maven-install-plugin.git,13,8400,1.0
163,commons-release-plugin,https://github.com/apache/commons-release-plugin.git,9,8500,1.0
399,sling-org-apache-sling-junit-core,https://github.com/apache/sling-org-apache-sling-junit-core.git,2,8500,1.0
459,sling-org-apache-sling-discovery-impl,https://github.com/apache/sling-org-apache-sling-discovery-impl.git,1,8600,1.0
723,rocketmq-ons,https://github.com/apache/rocketmq-ons.git,20,8600,1.0
296,cassandra-diff,https://github.com/apache/cassandra-diff.git,10,8700,1.0
231,sling-org-apache-sling-launchpad-test-services,https://github.com/apache/sling-org-apache-sling-launchpad-test-services.git,2,8700,1.0
449,sling-org-apache-sling-commons-html,https://github.com/apache/sling-org-apache-sling-commons-html.git,1,8800,1.0
289,turbine-fulcrum-parser,https://github.com/apache/turbine-fulcrum-parser.git,1,9000,1.0
345,james-jdkim,https://github.com/apache/james-jdkim.git,18,9000,1.0
232,rocketmq-flink,https://github.com/apache/rocketmq-flink.git,29,9000,1.0
123,sling-org-apache-sling-feature-analyser,https://github.com/apache/sling-org-apache-sling-feature-analyser.git,1,9200,1.0
389,fineract-cn-provisioner,https://github.com/apache/fineract-cn-provisioner.git,8,9200,1.0
376,fineract-cn-anubis,https://github.com/apache/fineract-cn-anubis.git,3,9300,1.0
594,dubbo-benchmark,https://github.com/apache/dubbo-benchmark.git,37,9300,1.0
809,incubator-retired-wave-android,https://github.com/apache/incubator-retired-wave-android.git,9,9400,1.0
504,sling-org-apache-sling-jcr-jackrabbit-accessmanager,https://github.com/apache/sling-org-apache-sling-jcr-jackrabbit-accessmanager.git,2,9400,1.0
509,sling-org-apache-sling-query,https://github.com/apache/sling-org-apache-sling-query.git,10,9400,1.0
669,opennlp-addons,https://github.com/apache/opennlp-addons.git,10,9400,1.0
333,sling-org-apache-sling-thumbnails,https://github.com/apache/sling-org-apache-sling-thumbnails.git,1,9500,1.0
180,rocketmq-spring,https://github.com/apache/rocketmq-spring.git,1500,9600,1.0
465,sling-org-apache-sling-jcr-repoinit,https://github.com/apache/sling-org-apache-sling-jcr-repoinit.git,1,9600,1.0
224,flink-benchmarks,https://github.com/apache/flink-benchmarks.git,67,9600,1.0
271,isis-app-simpleapp,https://github.com/apache/isis-app-simpleapp.git,5,9700,1.0
464,sling-org-apache-sling-auth-core,https://github.com/apache/sling-org-apache-sling-auth-core.git,3,9700,1.0
697,incubator-taverna-osgi,https://github.com/apache/incubator-taverna-osgi.git,2,9800,1.0
186,commons-cli,https://github.com/apache/commons-cli.git,233,9900,1.0
822,activemq-activeio,https://github.com/apache/activemq-activeio.git,5,9900,1.0
701,incubator-taverna-commandline,https://github.com/apache/incubator-taverna-commandline.git,4,10000,1.0
523,sling-org-apache-sling-commons-testing,https://github.com/apache/sling-org-apache-sling-commons-testing.git,1,10200,1.0
795,incubator-retired-horn,https://github.com/apache/incubator-retired-horn.git,29,10200,1.0
138,turbine-fulcrum-json,https://github.com/apache/turbine-fulcrum-json.git,1,10200,1.0
773,streams-examples,https://github.com/apache/streams-examples.git,5,10300,1.0
454,sling-org-apache-sling-rewriter,https://github.com/apache/sling-org-apache-sling-rewriter.git,6,10600,1.0
360,netbeans-mavenutils-nbm-maven-plugin,https://github.com/apache/netbeans-mavenutils-nbm-maven-plugin.git,10,10600,1.0
829,ant-easyant-plugins,https://github.com/apache/ant-easyant-plugins.git,3,10700,1.0
667,fineract-cn-teller,https://github.com/apache/fineract-cn-teller.git,3,10900,1.0
99,geode-examples,https://github.com/apache/geode-examples.git,63,10900,1.0
367,sling-org-apache-sling-fsresource,https://github.com/apache/sling-org-apache-sling-fsresource.git,4,10900,1.0
325,sling-org-apache-sling-xss,https://github.com/apache/sling-org-apache-sling-xss.git,9,11000,1.0
585,nutch-webapp,https://github.com/apache/nutch-webapp.git,4,11400,1.0
349,sling-org-apache-sling-discovery-commons,https://github.com/apache/sling-org-apache-sling-discovery-commons.git,1,11500,1.0
357,commons-jci,https://github.com/apache/commons-jci.git,7,11600,1.0
272,commons-exec,https://github.com/apache/commons-exec.git,80,11600,1.0
586,samza-hello-samza,https://github.com/apache/samza-hello-samza.git,103,11800,1.0
117,sling-org-apache-sling-testing-clients,https://github.com/apache/sling-org-apache-sling-testing-clients.git,7,11800,1.0
807,cayenne-modeler,https://github.com/apache/cayenne-modeler.git,9,11900,1.0
532,sling-org-apache-sling-jcr-base,https://github.com/apache/sling-org-apache-sling-jcr-base.git,1,12200,1.0
396,sling-org-apache-sling-installer-core,https://github.com/apache/sling-org-apache-sling-installer-core.git,4,12500,1.0
374,sling-org-apache-sling-discovery-base,https://github.com/apache/sling-org-apache-sling-discovery-base.git,2,12600,1.0
799,activemq-protobuf,https://github.com/apache/activemq-protobuf.git,18,12600,1.0
217,sling-org-apache-sling-scripting-core,https://github.com/apache/sling-org-apache-sling-scripting-core.git,1,12800,1.0
661,shardingsphere-example,https://github.com/apache/shardingsphere-example.git,908,12800,1.0
471,sling-org-apache-sling-scripting-javascript,https://github.com/apache/sling-org-apache-sling-scripting-javascript.git,1,12800,1.0
826,kandula,https://github.com/apache/kandula.git,4,13200,1.0
690,axis-axis2-java-kandula,https://github.com/apache/axis-axis2-java-kandula.git,1,13200,1.0
258,xmlgraphics-fop-pdf-images,https://github.com/apache/xmlgraphics-fop-pdf-images.git,5,13400,1.0
104,accumulo-examples,https://github.com/apache/accumulo-examples.git,31,13500,1.0
653,fluo-recipes,https://github.com/apache/fluo-recipes.git,9,13500,1.0
208,camel-quarkus-examples,https://github.com/apache/camel-quarkus-examples.git,30,13500,1.0
355,commons-proxy,https://github.com/apache/commons-proxy.git,21,13800,1.0
677,fineract-cn-identity,https://github.com/apache/fineract-cn-identity.git,6,13900,1.0
137,sling-org-apache-sling-testing-osgi-mock,https://github.com/apache/sling-org-apache-sling-testing-osgi-mock.git,2,14100,1.0
97,sling-org-apache-sling-jcr-contentloader,https://github.com/apache/sling-org-apache-sling-jcr-contentloader.git,1,14200,1.0
302,sling-org-apache-sling-commons-log,https://github.com/apache/sling-org-apache-sling-commons-log.git,2,14300,1.0
652,fluo-examples,https://github.com/apache/fluo-examples.git,2,14300,1.0
384,shardingsphere-ui,https://github.com/apache/shardingsphere-ui.git,38,14600,1.0
387,sling-org-apache-sling-feature,https://github.com/apache/sling-org-apache-sling-feature.git,11,14700,1.0
784,incubator-retired-gossip,https://github.com/apache/incubator-retired-gossip.git,236,14700,1.0
216,sling-org-apache-sling-pipes,https://github.com/apache/sling-org-apache-sling-pipes.git,7,14700,1.0
392,sling-org-apache-sling-scripting-sightly-compiler,https://github.com/apache/sling-org-apache-sling-scripting-sightly-compiler.git,3,14800,1.0
379,dubbo-spring-boot-project,https://github.com/apache/dubbo-spring-boot-project.git,5200,14900,1.0
341,fineract-cn-deposit-account-management,https://github.com/apache/fineract-cn-deposit-account-management.git,6,14900,1.0
803,incubator-retired-edgent-samples,https://github.com/apache/incubator-retired-edgent-samples.git,15,15000,1.0
84,sling-org-apache-sling-testing-sling-mock,https://github.com/apache/sling-org-apache-sling-testing-sling-mock.git,4,15000,1.0
388,sling-org-apache-sling-distribution-journal,https://github.com/apache/sling-org-apache-sling-distribution-journal.git,6,15300,1.0
236,sling-org-apache-sling-jcr-jackrabbit-usermanager,https://github.com/apache/sling-org-apache-sling-jcr-jackrabbit-usermanager.git,2,15500,1.0
648,karaf-winegrower,https://github.com/apache/karaf-winegrower.git,13,15600,1.0
703,incubator-taverna-mobile,https://github.com/apache/incubator-taverna-mobile.git,14,15800,1.0
354,commons-weaver,https://github.com/apache/commons-weaver.git,17,16000,1.0
587,tomee-chatterbox,https://github.com/apache/tomee-chatterbox.git,3,16100,1.0
194,commons-fileupload,https://github.com/apache/commons-fileupload.git,160,16200,1.0
189,plc4x-build-tools,https://github.com/apache/plc4x-build-tools.git,8,16400,1.0
152,sling-org-apache-sling-models-impl,https://github.com/apache/sling-org-apache-sling-models-impl.git,15,16400,1.0
539,sling-org-apache-sling-caconfig-impl,https://github.com/apache/sling-org-apache-sling-caconfig-impl.git,1,16600,1.0
312,fineract-cn-accounting,https://github.com/apache/fineract-cn-accounting.git,17,16600,1.0
213,sling-org-apache-sling-servlets-resolver,https://github.com/apache/sling-org-apache-sling-servlets-resolver.git,5,16600,1.0
671,fineract-cn-notifications,https://github.com/apache/fineract-cn-notifications.git,4,17000,1.0
393,incubator-nlpcraft-java-client,https://github.com/apache/incubator-nlpcraft-java-client.git,6,17200,1.0
756,jclouds-examples,https://github.com/apache/jclouds-examples.git,15,17300,1.0
93,servicecomb-samples,https://github.com/apache/servicecomb-samples.git,486,17500,1.0
579,pdfbox-jbig2,https://github.com/apache/pdfbox-jbig2.git,9,17500,1.0
199,commons-dbutils,https://github.com/apache/commons-dbutils.git,289,18000,1.0
156,archiva-components,https://github.com/apache/archiva-components.git,1,18100,1.0
592,openwhisk-intellij-plugin,https://github.com/apache/openwhisk-intellij-plugin.git,6,18200,1.0
777,mrunit,https://github.com/apache/mrunit.git,37,18500,1.0
350,sling-slingfeature-maven-plugin,https://github.com/apache/sling-slingfeature-maven-plugin.git,2,18500,1.0
361,fineract-cn-customer,https://github.com/apache/fineract-cn-customer.git,9,18600,1.0
580,geronimo-txmanager,https://github.com/apache/geronimo-txmanager.git,5,18700,1.0
270,shiro,https://github.com/apache/shiro.git,3700,18800,1.0
261,sling-org-apache-sling-jcr-resource,https://github.com/apache/sling-org-apache-sling-jcr-resource.git,4,19100,1.0
197,commons-crypto,https://github.com/apache/commons-crypto.git,83,19200,1.0
229,commons-email,https://github.com/apache/commons-email.git,91,19300,1.0
61,hbase-operator-tools,https://github.com/apache/hbase-operator-tools.git,103,19400,1.0
207,sling-org-apache-sling-feature-cpconverter,https://github.com/apache/sling-org-apache-sling-feature-cpconverter.git,7,19400,1.0
228,commons-logging,https://github.com/apache/commons-logging.git,111,19700,1.0
383,sling-org-apache-sling-event,https://github.com/apache/sling-org-apache-sling-event.git,4,20000,1.0
741,servicemix-utils,https://github.com/apache/servicemix-utils.git,3,20000,1.0
378,aries-jpa,https://github.com/apache/aries-jpa.git,12,20100,1.0
837,nuvem,https://github.com/apache/nuvem.git,2,20300,1.0
263,sling-org-apache-sling-servlets-post,https://github.com/apache/sling-org-apache-sling-servlets-post.git,10,20300,1.0
238,cassandra-harry,https://github.com/apache/cassandra-harry.git,43,20600,1.0
595,datasketches-hive,https://github.com/apache/datasketches-hive.git,36,21400,1.0
338,james-jspf,https://github.com/apache/james-jspf.git,15,22200,1.0
67,geode-benchmarks,https://github.com/apache/geode-benchmarks.git,4,22400,1.0
699,incubator-taverna-workbench-common-activities,https://github.com/apache/incubator-taverna-workbench-common-activities.git,3,22500,1.0
377,commons-graph,https://github.com/apache/commons-graph.git,14,22900,1.0
299,airavata-mft,https://github.com/apache/airavata-mft.git,4,23000,1.0
149,sling-org-apache-sling-models-integration-tests,https://github.com/apache/sling-org-apache-sling-models-integration-tests.git,1,23200,1.0
371,sling-org-apache-sling-launchpad-integration-tests,https://github.com/apache/sling-org-apache-sling-launchpad-integration-tests.git,5,23200,1.0
782,incubator-retired-s4,https://github.com/apache/incubator-retired-s4.git,40,23500,1.0
317,turbine-fulcrum-yaafi,https://github.com/apache/turbine-fulcrum-yaafi.git,1,23600,1.0
250,commons-bsf,https://github.com/apache/commons-bsf.git,14,24400,1.0
212,jackrabbit-filevault-package-maven-plugin,https://github.com/apache/jackrabbit-filevault-package-maven-plugin.git,7,25100,1.0
609,servicecomb-saga-actuator,https://github.com/apache/servicecomb-saga-actuator.git,490,25200,1.0
400,james-jsieve,https://github.com/apache/james-jsieve.git,7,25400,1.0
710,incubator-sdap-mudrod,https://github.com/apache/incubator-sdap-mudrod.git,11,25600,1.0
16,directory-fortress-enmasse,https://github.com/apache/directory-fortress-enmasse.git,5,25900,1.0
291,turbine-fulcrum-intake,https://github.com/apache/turbine-fulcrum-intake.git,1,26500,1.0
596,felix-atomos,https://github.com/apache/felix-atomos.git,28,26500,1.0
831,river-container,https://github.com/apache/river-container.git,3,26600,1.0
819,incubator-retired-provisionr,https://github.com/apache/incubator-retired-provisionr.git,5,26900,1.0
346,aries-rsa,https://github.com/apache/aries-rsa.git,10,26900,1.0
198,commons-chain,https://github.com/apache/commons-chain.git,48,26900,1.0
184,dubbo-hessian-lite,https://github.com/apache/dubbo-hessian-lite.git,36,27200,1.0
616,karaf-cave,https://github.com/apache/karaf-cave.git,17,27300,1.0
618,datasketches-pig,https://github.com/apache/datasketches-pig.git,9,27600,1.0
265,sling-org-apache-sling-engine,https://github.com/apache/sling-org-apache-sling-engine.git,8,28700,1.0
716,mina-asyncweb,https://github.com/apache/mina-asyncweb.git,2,28700,1.0
230,datasketches-memory,https://github.com/apache/datasketches-memory.git,99,28700,1.0
276,commons-rdf,https://github.com/apache/commons-rdf.git,30,28800,1.0
722,incubator-retired-tamaya-sandbox,https://github.com/apache/incubator-retired-tamaya-sandbox.git,2,28900,1.0
145,sling-org-apache-sling-resourceresolver,https://github.com/apache/sling-org-apache-sling-resourceresolver.git,6,29600,1.0
139,bahir-flink,https://github.com/apache/bahir-flink.git,564,29700,1.0
166,nutch,https://github.com/apache/nutch.git,2300,30000,1.0
666,oltu,https://github.com/apache/oltu.git,159,30100,1.0
63,flink-ml,https://github.com/apache/flink-ml.git,58,30900,1.0
646,ambari-infra,https://github.com/apache/ambari-infra.git,8,31000,1.0
348,sling-org-apache-sling-distribution-core,https://github.com/apache/sling-org-apache-sling-distribution-core.git,5,31300,1.0
38,aries-jax-rs-whiteboard,https://github.com/apache/aries-jax-rs-whiteboard.git,26,31300,1.0
660,shardingsphere-acceptance-test,https://github.com/apache/shardingsphere-acceptance-test.git,4,31700,1.0
256,shardingsphere-elasticjob-ui,https://github.com/apache/shardingsphere-elasticjob-ui.git,89,31700,1.0
113,commons-pool,https://github.com/apache/commons-pool.git,386,32000,1.0
767,ant-easyant-core,https://github.com/apache/ant-easyant-core.git,3,32400,1.0
133,accumulo-testing,https://github.com/apache/accumulo-testing.git,14,33000,1.0
589,incubator-crail,https://github.com/apache/incubator-crail.git,134,33100,1.0
708,servicemix,https://github.com/apache/servicemix.git,137,33300,1.0
15,directory-fortress-commander,https://github.com/apache/directory-fortress-commander.git,9,33300,1.0
712,incubator-optiq-linq4j,https://github.com/apache/incubator-optiq-linq4j.git,3,33300,1.0
729,incubator-retired-tamaya,https://github.com/apache/incubator-retired-tamaya.git,44,33600,1.0
266,sling-org-apache-sling-api,https://github.com/apache/sling-org-apache-sling-api.git,10,34500,1.0
813,servicemix4-specs,https://github.com/apache/servicemix4-specs.git,8,34600,1.0
737,servicemix4-kernel,https://github.com/apache/servicemix4-kernel.git,4,34800,1.0
651,juneau-petstore,https://github.com/apache/juneau-petstore.git,9,34800,1.0
31,maven-enforcer,https://github.com/apache/maven-enforcer.git,77,35000,1.0
672,fineract-cn-portfolio,https://github.com/apache/fineract-cn-portfolio.git,6,35500,1.0
322,iotdb-web-workbench,https://github.com/apache/iotdb-web-workbench.git,11,36000,1.0
167,commons-csv,https://github.com/apache/commons-csv.git,259,36200,1.0
804,log4j-extras,https://github.com/apache/log4j-extras.git,15,36900,1.0
295,freemarker-generator,https://github.com/apache/freemarker-generator.git,26,37100,1.0
800,incubator-retired-mrql,https://github.com/apache/incubator-retired-mrql.git,17,38400,1.0
604,bval,https://github.com/apache/bval.git,30,38600,1.0
303,infrastructure-jenkins,https://github.com/apache/infrastructure-jenkins.git,3,38700,1.0
680,incubator-taverna-common-activities,https://github.com/apache/incubator-taverna-common-activities.git,11,38700,1.0
717,incubator-twill,https://github.com/apache/incubator-twill.git,2,39500,1.0
170,commons-ognl,https://github.com/apache/commons-ognl.git,62,40300,1.0
816,karaf-webconsole,https://github.com/apache/karaf-webconsole.git,6,40400,1.0
748,jackrabbit-ocm,https://github.com/apache/jackrabbit-ocm.git,2,41300,1.0
365,creadur-whisker,https://github.com/apache/creadur-whisker.git,2,41900,1.0
298,fineract-cn-mobile,https://github.com/apache/fineract-cn-mobile.git,31,42100,1.0
601,tomcat-taglibs-rdc,https://github.com/apache/tomcat-taglibs-rdc.git,1,42100,1.0
277,commons-validator,https://github.com/apache/commons-validator.git,138,42300,1.0
370,clerezza,https://github.com/apache/clerezza.git,36,42900,1.0
275,commons-scxml,https://github.com/apache/commons-scxml.git,25,43400,1.0
694,twill,https://github.com/apache/twill.git,66,43500,1.0
311,dubbo-spi-extensions,https://github.com/apache/dubbo-spi-extensions.git,70,43700,1.0
125,pulsar-manager,https://github.com/apache/pulsar-manager.git,353,43700,1.0
603,servicemix-specs,https://github.com/apache/servicemix-specs.git,1,43800,1.0
720,ant-ivyde,https://github.com/apache/ant-ivyde.git,9,44000,1.0
746,servicemix4-features,https://github.com/apache/servicemix4-features.git,14,44200,1.0
581,tomcat-maven-plugin,https://github.com/apache/tomcat-maven-plugin.git,144,44200,1.0
314,openwebbeans-meecrowave,https://github.com/apache/openwebbeans-meecrowave.git,54,44800,1.0
22,mnemonic,https://github.com/apache/mnemonic.git,101,44900,1.0
740,directmemory,https://github.com/apache/directmemory.git,52,44900,1.0
610,accumulo-wikisearch,https://github.com/apache/accumulo-wikisearch.git,10,45100,1.0
768,ftpserver,https://github.com/apache/ftpserver.git,70,45800,1.0
215,camel-k-runtime,https://github.com/apache/camel-k-runtime.git,40,46000,1.0
29,mina-ftpserver,https://github.com/apache/mina-ftpserver.git,24,46100,1.0
588,logging-chainsaw,https://github.com/apache/logging-chainsaw.git,6,46100,1.0
743,servicemix4-nmr,https://github.com/apache/servicemix4-nmr.git,4,46200,1.0
352,commons-functor,https://github.com/apache/commons-functor.git,15,46200,1.0
336,karaf-decanter,https://github.com/apache/karaf-decanter.git,31,46300,1.0
210,mina,https://github.com/apache/mina.git,805,46500,1.0
326,phoenix-omid,https://github.com/apache/phoenix-omid.git,68,46600,1.0
340,commons-jxpath,https://github.com/apache/commons-jxpath.git,16,46900,1.0
254,uima-uimafit,https://github.com/apache/uima-uimafit.git,27,47200,1.0
806,chainsaw,https://github.com/apache/chainsaw.git,10,48800,1.0
64,commons-statistics,https://github.com/apache/commons-statistics.git,25,49100,1.0
788,whirr,https://github.com/apache/whirr.git,96,50800,1.0
252,aries-cdi,https://github.com/apache/aries-cdi.git,7,51600,1.0
611,fluo,https://github.com/apache/fluo.git,169,52400,1.0
689,axis-axis2-java-sandesha,https://github.com/apache/axis-axis2-java-sandesha.git,1,54000,1.0
843,sandesha,https://github.com/apache/sandesha.git,1,54000,1.0
364,creadur-rat,https://github.com/apache/creadur-rat.git,11,54400,1.0
76,camel-karaf,https://github.com/apache/camel-karaf.git,13,54700,1.0
126,commons-text,https://github.com/apache/commons-text.git,226,54800,1.0
72,incubator-eventmesh,https://github.com/apache/incubator-eventmesh.git,748,55800,1.0
191,commons-codec,https://github.com/apache/commons-codec.git,331,55800,1.0
187,commons-dbcp,https://github.com/apache/commons-dbcp.git,270,56000,1.0
183,camel-performance-tests,https://github.com/apache/camel-performance-tests.git,4,56400,1.0
535,sling-ide-tooling,https://github.com/apache/sling-ide-tooling.git,4,56400,1.0
600,tomcat-taglibs-standard,https://github.com/apache/tomcat-taglibs-standard.git,2,56800,1.0
815,uima-sandbox,https://github.com/apache/uima-sandbox.git,6,57000,1.0
185,commons-jexl,https://github.com/apache/commons-jexl.git,105,57600,1.0
665,incubator-retired-tamaya-extensions,https://github.com/apache/incubator-retired-tamaya-extensions.git,2,57800,1.0
171,dubbo-admin,https://github.com/apache/dubbo-admin.git,3400,57800,1.0
765,juddi-scout,https://github.com/apache/juddi-scout.git,2,58000,1.0
753,cordova-amazon-fireos,https://github.com/apache/cordova-amazon-fireos.git,20,58800,1.0
397,datasketches-characterization,https://github.com/apache/datasketches-characterization.git,9,59000,1.0
706,incubator-samoa,https://github.com/apache/incubator-samoa.git,238,60900,1.0
698,incubator-taverna-server,https://github.com/apache/incubator-taverna-server.git,4,62000,1.0
676,geronimo-gshell,https://github.com/apache/geronimo-gshell.git,2,64099,1.0
727,incubator-batchee,https://github.com/apache/incubator-batchee.git,13,65300,1.0
221,commons-net,https://github.com/apache/commons-net.git,163,65500,1.0
814,karaf-eik,https://github.com/apache/karaf-eik.git,6,66200,2.0
284,geronimo-batchee,https://github.com/apache/geronimo-batchee.git,2,66300,2.0
760,rampart,https://github.com/apache/rampart.git,2,66600,2.0
337,axis-axis2-java-rampart,https://github.com/apache/axis-axis2-java-rampart.git,1,66700,2.0
