Name,Repository,Stars,LOC
aries-typedevent,https://github.com/apache/aries-typedevent.git,2,6.4*1000
commons-weaver,https://github.com/apache/commons-weaver.git,17,16.0*1000
commons-proxy,https://github.com/apache/commons-proxy.git,21,13.8*1000
commons-jelly,https://github.com/apache/commons-jelly.git,11,90.7*1000
commons-jci,https://github.com/apache/commons-jci.git,7,11.6*1000
sling-org-apache-sling-karaf-launchpad-oak-tar-integration-tests,https://github.com/apache/sling-org-apache-sling-karaf-launchpad-oak-tar-integration-tests.git,1,678
sling-org-apache-sling-karaf-integration-tests,https://github.com/apache/sling-org-apache-sling-karaf-integration-tests.git,1,6.0*1000
netbeans-mavenutils-nbm-maven-plugin,https://github.com/apache/netbeans-mavenutils-nbm-maven-plugin.git,10,10.6*1000
fineract-cn-customer,https://github.com/apache/fineract-cn-customer.git,9,18.6*1000
xmlgraphics-batik,https://github.com/apache/xmlgraphics-batik.git,137,524.3*1000
sling-org-apache-sling-installer-factory-configuration,https://github.com/apache/sling-org-apache-sling-installer-factory-configuration.git,2,2.5*1000
creadur-rat,https://github.com/apache/creadur-rat.git,11,54.4*1000
creadur-whisker,https://github.com/apache/creadur-whisker.git,2,41.9*1000
turbine-fulcrum,https://github.com/apache/turbine-fulcrum.git,2,212.2*1000
sling-org-apache-sling-fsresource,https://github.com/apache/sling-org-apache-sling-fsresource.git,4,10.9*1000
directory-kerby,https://github.com/apache/directory-kerby.git,92,229.1*1000
directory-mavibot,https://github.com/apache/directory-mavibot.git,12,72.8*1000
clerezza,https://github.com/apache/clerezza.git,36,42.9*1000
sling-org-apache-sling-launchpad-integration-tests,https://github.com/apache/sling-org-apache-sling-launchpad-integration-tests.git,5,23.2*1000
isis-app-helloworld,https://github.com/apache/isis-app-helloworld.git,2,1.6*1000
sling-org-apache-sling-auth-saml2,https://github.com/apache/sling-org-apache-sling-auth-saml2.git,3,5.4*1000
sling-org-apache-sling-discovery-base,https://github.com/apache/sling-org-apache-sling-discovery-base.git,2,12.6*1000
skywalking-kong,https://github.com/apache/skywalking-kong.git,14,3.9*1000
fineract-cn-anubis,https://github.com/apache/fineract-cn-anubis.git,3,9.3*1000
commons-graph,https://github.com/apache/commons-graph.git,14,22.9*1000
aries-jpa,https://github.com/apache/aries-jpa.git,12,20.1*1000
dubbo-spring-boot-project,https://github.com/apache/dubbo-spring-boot-project.git,5.2k,14.9*1000
servicecomb-toolkit,https://github.com/apache/servicecomb-toolkit.git,454,68.6*1000
commons-testing,https://github.com/apache/commons-testing.git,5,3.5*1000
myfaces-trinidad,https://github.com/apache/myfaces-trinidad.git,3,3.7*1000000
sling-org-apache-sling-event,https://github.com/apache/sling-org-apache-sling-event.git,4,20.0*1000
shardingsphere-ui,https://github.com/apache/shardingsphere-ui.git,38,14.6*1000
sling-org-apache-sling-scripting-sightly-testing,https://github.com/apache/sling-org-apache-sling-scripting-sightly-testing.git,1,3.1*1000
sling-org-apache-sling-commons-johnzon,https://github.com/apache/sling-org-apache-sling-commons-johnzon.git,1,694
sling-org-apache-sling-feature,https://github.com/apache/sling-org-apache-sling-feature.git,11,14.7*1000
sling-org-apache-sling-distribution-journal,https://github.com/apache/sling-org-apache-sling-distribution-journal.git,6,15.3*1000
fineract-cn-provisioner,https://github.com/apache/fineract-cn-provisioner.git,8,9.2*1000
flink-playgrounds,https://github.com/apache/flink-playgrounds.git,238,3.8*1000
sling-org-apache-sling-scripting-sightly-runtime,https://github.com/apache/sling-org-apache-sling-scripting-sightly-runtime.git,1,3.0*1000
sling-org-apache-sling-scripting-sightly-compiler,https://github.com/apache/sling-org-apache-sling-scripting-sightly-compiler.git,3,14.8*1000
incubator-nlpcraft-java-client,https://github.com/apache/incubator-nlpcraft-java-client.git,6,17.2*1000
datasketches-server,https://github.com/apache/datasketches-server.git,1,3.8*1000
sling-org-apache-sling-installer-factory-feature,https://github.com/apache/sling-org-apache-sling-installer-factory-feature.git,1,1.9*1000
sling-org-apache-sling-installer-core,https://github.com/apache/sling-org-apache-sling-installer-core.git,4,12.5*1000
datasketches-characterization,https://github.com/apache/datasketches-characterization.git,9,59.0*1000
activemq-artemis-native,https://github.com/apache/activemq-artemis-native.git,8,6.7*1000
sling-org-apache-sling-junit-core,https://github.com/apache/sling-org-apache-sling-junit-core.git,2,8.5*1000
james-jsieve,https://github.com/apache/james-jsieve.git,7,25.4*1000
directory-scimple,https://github.com/apache/directory-scimple.git,22,162.1*1000
sling-org-apache-sling-junit-scriptable,https://github.com/apache/sling-org-apache-sling-junit-scriptable.git,1,1.6*1000
sling-org-apache-sling-junit-remote,https://github.com/apache/sling-org-apache-sling-junit-remote.git,1,1.5*1000
sling-org-apache-sling-junit-performance,https://github.com/apache/sling-org-apache-sling-junit-performance.git,1,2.5*1000
sling-org-apache-sling-junit-healthcheck,https://github.com/apache/sling-org-apache-sling-junit-healthcheck.git,2,734
james-postage,https://github.com/apache/james-postage.git,2,5.7*1000
sling-maven-launchpad-plugin,https://github.com/apache/sling-maven-launchpad-plugin.git,2,5.7*1000
sling-org-apache-sling-urlrewriter,https://github.com/apache/sling-org-apache-sling-urlrewriter.git,2,741
sling-org-apache-sling-tracer,https://github.com/apache/sling-org-apache-sling-tracer.git,2,3.8*1000
sling-org-apache-sling-tooling-support-source,https://github.com/apache/sling-org-apache-sling-tooling-support-source.git,1,1.1*1000
sling-org-apache-sling-tooling-support-install,https://github.com/apache/sling-org-apache-sling-tooling-support-install.git,1,752
sling-org-apache-sling-testing-serversetup,https://github.com/apache/sling-org-apache-sling-testing-serversetup.git,3,2.4*1000
sling-org-apache-sling-testing-rules,https://github.com/apache/sling-org-apache-sling-testing-rules.git,3,3.8*1000
sling-org-apache-sling-servlets-get,https://github.com/apache/sling-org-apache-sling-servlets-get.git,5,8.1*1000
sling-org-apache-sling-testing-paxexam,https://github.com/apache/sling-org-apache-sling-testing-paxexam.git,1,6.9*1000
sling-org-apache-sling-servlets-annotations,https://github.com/apache/sling-org-apache-sling-servlets-annotations.git,2,2.1*1000
sling-org-apache-sling-servlet-helpers,https://github.com/apache/sling-org-apache-sling-servlet-helpers.git,1,5.7*1000
sling-org-apache-sling-serviceusermapper,https://github.com/apache/sling-org-apache-sling-serviceusermapper.git,2,3.1*1000
sling-org-apache-sling-testing-hamcrest,https://github.com/apache/sling-org-apache-sling-testing-hamcrest.git,2,1.6*1000
sling-org-apache-sling-serviceuser-webconsole,https://github.com/apache/sling-org-apache-sling-serviceuser-webconsole.git,1,1.5*1000
sling-org-apache-sling-testing-email,https://github.com/apache/sling-org-apache-sling-testing-email.git,1,897
sling-taglib-archetype,https://github.com/apache/sling-taglib-archetype.git,2,531
sling-org-apache-sling-scripting-xproc,https://github.com/apache/sling-org-apache-sling-scripting-xproc.git,2,4.8*1000
sling-slingstart-maven-plugin,https://github.com/apache/sling-slingstart-maven-plugin.git,2,7.5*1000
sling-org-apache-sling-scripting-thymeleaf,https://github.com/apache/sling-org-apache-sling-scripting-thymeleaf.git,2,3.7*1000
sling-org-apache-sling-tenant,https://github.com/apache/sling-org-apache-sling-tenant.git,2,2.1*1000
sling-org-apache-sling-scripting-spi,https://github.com/apache/sling-org-apache-sling-scripting-spi.git,1,1.1*1000
sling-org-apache-sling-tail,https://github.com/apache/sling-org-apache-sling-tail.git,2,1.5*1000
sling-servlet-archetype,https://github.com/apache/sling-servlet-archetype.git,1,1.3*1000
sling-samples,https://github.com/apache/sling-samples.git,27,249.5*1000
sling-project-archetype,https://github.com/apache/sling-project-archetype.git,4,3.5*1000
sling-org-apache-sling-distribution-it,https://github.com/apache/sling-org-apache-sling-distribution-it.git,1,2.8*1000
sling-org-apache-sling-jobs,https://github.com/apache/sling-org-apache-sling-jobs.git,4,4.3*1000
sling-org-apache-sling-commons-log-webconsole,https://github.com/apache/sling-org-apache-sling-commons-log-webconsole.git,2,2.1*1000
sling-org-apache-sling-scripting-sightly-js-provider,https://github.com/apache/sling-org-apache-sling-scripting-sightly-js-provider.git,1,4.9*1000
sling-org-apache-sling-jmx-provider,https://github.com/apache/sling-org-apache-sling-jmx-provider.git,2,1.8*1000
sling-org-apache-sling-scripting-console,https://github.com/apache/sling-org-apache-sling-scripting-console.git,1,5.0*1000
sling-org-apache-sling-scripting-sightly-compiler-java,https://github.com/apache/sling-org-apache-sling-scripting-sightly-compiler-java.git,1,4.9*1000
sling-org-apache-sling-distribution-avro-serializer,https://github.com/apache/sling-org-apache-sling-distribution-avro-serializer.git,1,1.5*1000
sling-org-apache-sling-auth-xing-oauth,https://github.com/apache/sling-org-apache-sling-auth-xing-oauth.git,1,1.3*1000
sling-org-apache-sling-jcr-webdav,https://github.com/apache/sling-org-apache-sling-jcr-webdav.git,2,4.0*1000
sling-org-apache-sling-distribution-api,https://github.com/apache/sling-org-apache-sling-distribution-api.git,1,1.4*1000
sling-org-apache-sling-commons-jcr-file,https://github.com/apache/sling-org-apache-sling-commons-jcr-file.git,1,3.0*1000
sling-org-apache-sling-settings,https://github.com/apache/sling-org-apache-sling-settings.git,4,1.8*1000
sling-org-apache-sling-auth-xing-login,https://github.com/apache/sling-org-apache-sling-auth-xing-login.git,1,1.4*1000
sling-org-apache-sling-jcr-webconsole,https://github.com/apache/sling-org-apache-sling-jcr-webconsole.git,1,843
sling-org-apache-sling-discovery-support,https://github.com/apache/sling-org-apache-sling-discovery-support.git,1,1.5*1000
sling-org-apache-sling-scripting-api,https://github.com/apache/sling-org-apache-sling-scripting-api.git,1,1.9*1000
sling-org-apache-sling-commons-html,https://github.com/apache/sling-org-apache-sling-commons-html.git,1,8.8*1000
sling-org-apache-sling-scripting-jsp-taglib-compat,https://github.com/apache/sling-org-apache-sling-scripting-jsp-taglib-compat.git,1,924
sling-org-apache-sling-installer-factory-subsystems-base,https://github.com/apache/sling-org-apache-sling-installer-factory-subsystems-base.git,1,990
sling-org-apache-sling-auth-xing-api,https://github.com/apache/sling-org-apache-sling-auth-xing-api.git,1,689
sling-org-apache-sling-models-caconfig,https://github.com/apache/sling-org-apache-sling-models-caconfig.git,1,439
sling-org-apache-sling-rewriter,https://github.com/apache/sling-org-apache-sling-rewriter.git,6,10.6*1000
sling-org-apache-sling-commons-fsclassloader,https://github.com/apache/sling-org-apache-sling-commons-fsclassloader.git,1,1.8*1000
sling-org-apache-sling-scripting-jsp-taglib,https://github.com/apache/sling-org-apache-sling-scripting-jsp-taglib.git,1,8.3*1000
sling-org-apache-sling-installer-factory-packages,https://github.com/apache/sling-org-apache-sling-installer-factory-packages.git,1,914
sling-org-apache-sling-jcr-repository-it-resource-versioning,https://github.com/apache/sling-org-apache-sling-jcr-repository-it-resource-versioning.git,1,585
sling-org-apache-sling-discovery-impl,https://github.com/apache/sling-org-apache-sling-discovery-impl.git,1,8.6*1000
sling-org-apache-sling-auth-form,https://github.com/apache/sling-org-apache-sling-auth-form.git,5,4.3*1000
sling-org-apache-sling-resourcemerger,https://github.com/apache/sling-org-apache-sling-resourcemerger.git,2,3.8*1000
sling-org-apache-sling-commons-contentdetection,https://github.com/apache/sling-org-apache-sling-commons-contentdetection.git,1,1.1*1000
sling-org-apache-sling-installer-factory-model,https://github.com/apache/sling-org-apache-sling-installer-factory-model.git,1,1.3*1000
sling-org-apache-sling-auth-core,https://github.com/apache/sling-org-apache-sling-auth-core.git,3,9.7*1000
sling-org-apache-sling-jcr-repoinit,https://github.com/apache/sling-org-apache-sling-jcr-repoinit.git,1,9.6*1000
sling-org-apache-sling-resourcecollection,https://github.com/apache/sling-org-apache-sling-resourcecollection.git,2,1.5*1000
sling-org-apache-sling-installer-factory-deploymentpackage,https://github.com/apache/sling-org-apache-sling-installer-factory-deploymentpackage.git,1,742
sling-org-apache-sling-scripting-jsp,https://github.com/apache/sling-org-apache-sling-scripting-jsp.git,1,94.3*1000
sling-org-apache-sling-jcr-registration,https://github.com/apache/sling-org-apache-sling-jcr-registration.git,1,1.3*1000
sling-org-apache-sling-resourcebuilder,https://github.com/apache/sling-org-apache-sling-resourcebuilder.git,2,2.0*1000
sling-org-apache-sling-scripting-javascript,https://github.com/apache/sling-org-apache-sling-scripting-javascript.git,1,12.8*1000
sling-org-apache-sling-discovery-api,https://github.com/apache/sling-org-apache-sling-discovery-api.git,1,1.0*1000
sling-org-apache-sling-jcr-presence,https://github.com/apache/sling-org-apache-sling-jcr-presence.git,1,1.1*1000
sling-org-apache-sling-resourceaccesssecurity-it,https://github.com/apache/sling-org-apache-sling-resourceaccesssecurity-it.git,1,2.1*1000
sling-org-apache-sling-commons-compiler,https://github.com/apache/sling-org-apache-sling-commons-compiler.git,1,2.2*1000
sling-org-apache-sling-scripting-java,https://github.com/apache/sling-org-apache-sling-scripting-java.git,1,5.8*1000
sling-org-apache-sling-datasource,https://github.com/apache/sling-org-apache-sling-datasource.git,3,2.2*1000
sling-org-apache-sling-jcr-packageinit,https://github.com/apache/sling-org-apache-sling-jcr-packageinit.git,1,818
sling-org-apache-sling-launchpad-test-fragment,https://github.com/apache/sling-org-apache-sling-launchpad-test-fragment.git,1,383
sling-org-apache-sling-commons-classloader,https://github.com/apache/sling-org-apache-sling-commons-classloader.git,3,2.3*1000
sling-org-apache-sling-scripting-groovy,https://github.com/apache/sling-org-apache-sling-scripting-groovy.git,1,1.4*1000
sling-org-apache-sling-installer-console,https://github.com/apache/sling-org-apache-sling-installer-console.git,1,1.1*1000
sling-org-apache-sling-adapter-annotations,https://github.com/apache/sling-org-apache-sling-adapter-annotations.git,2,1.1*1000
sling-org-apache-sling-jcr-oak-server,https://github.com/apache/sling-org-apache-sling-jcr-oak-server.git,2,2.7*1000
sling-org-apache-sling-resource-presence,https://github.com/apache/sling-org-apache-sling-resource-presence.git,1,917
sling-org-apache-sling-scripting-freemarker,https://github.com/apache/sling-org-apache-sling-scripting-freemarker.git,3,3.6*1000
sling-org-apache-sling-launchpad-startupmanager,https://github.com/apache/sling-org-apache-sling-launchpad-startupmanager.git,1,904
sling-org-apache-sling-resource-inventory,https://github.com/apache/sling-org-apache-sling-resource-inventory.git,1,1.1*1000
sling-org-apache-sling-jcr-js-nodetypes,https://github.com/apache/sling-org-apache-sling-jcr-js-nodetypes.git,1,5.6*1000
sling-org-apache-sling-launchpad-installer,https://github.com/apache/sling-org-apache-sling-launchpad-installer.git,3,1.1*1000
sling-org-apache-sling-hc-support,https://github.com/apache/sling-org-apache-sling-hc-support.git,1,895
sling-org-apache-sling-extensions-webconsolesecurityprovider,https://github.com/apache/sling-org-apache-sling-extensions-webconsolesecurityprovider.git,1,1.2*1000
sling-org-apache-sling-contentparser-xml,https://github.com/apache/sling-org-apache-sling-contentparser-xml.git,1,1.1*1000
sling-org-apache-sling-launchpad-contrib-testing,https://github.com/apache/sling-org-apache-sling-launchpad-contrib-testing.git,1,6.7*1000
sling-org-apache-sling-hc-samples,https://github.com/apache/sling-org-apache-sling-hc-samples.git,3,980
sling-org-apache-sling-reqanalyzer,https://github.com/apache/sling-org-apache-sling-reqanalyzer.git,3,1.7*1000
sling-org-apache-sling-commons-cache-container-test,https://github.com/apache/sling-org-apache-sling-commons-cache-container-test.git,1,677
sling-org-apache-sling-contentparser-testutils,https://github.com/apache/sling-org-apache-sling-contentparser-testutils.git,1,618
sling-org-apache-sling-jcr-jackrabbit-base,https://github.com/apache/sling-org-apache-sling-jcr-jackrabbit-base.git,1,1.2*1000
sling-org-apache-sling-hc-junit-bridge,https://github.com/apache/sling-org-apache-sling-hc-junit-bridge.git,1,924
sling-org-apache-sling-extensions-slf4j-mdc,https://github.com/apache/sling-org-apache-sling-extensions-slf4j-mdc.git,1,1.4*1000
sling-org-apache-sling-contentparser-json,https://github.com/apache/sling-org-apache-sling-contentparser-json.git,1,1.6*1000
sling-org-apache-sling-launchpad-api,https://github.com/apache/sling-org-apache-sling-launchpad-api.git,2,571
sling-org-apache-sling-jcr-jackrabbit-accessmanager,https://github.com/apache/sling-org-apache-sling-jcr-jackrabbit-accessmanager.git,2,9.4*1000
sling-org-apache-sling-hc-it,https://github.com/apache/sling-org-apache-sling-hc-it.git,3,628
sling-org-apache-sling-kickstart,https://github.com/apache/sling-org-apache-sling-kickstart.git,3,5.3*1000
sling-org-apache-sling-contentparser-api,https://github.com/apache/sling-org-apache-sling-contentparser-api.git,1,861
sling-org-apache-sling-jcr-filetransfer,https://github.com/apache/sling-org-apache-sling-jcr-filetransfer.git,1,1.3*1000
sling-org-apache-sling-query,https://github.com/apache/sling-org-apache-sling-query.git,10,9.4*1000
sling-org-apache-sling-connection-timeout-agent,https://github.com/apache/sling-org-apache-sling-connection-timeout-agent.git,1,2.2*1000
sling-org-apache-sling-extensions-classloader-leak-detector,https://github.com/apache/sling-org-apache-sling-extensions-classloader-leak-detector.git,2,754
sling-org-apache-sling-hc-api,https://github.com/apache/sling-org-apache-sling-hc-api.git,1,2.1*1000
sling-org-apache-sling-provisioning-model,https://github.com/apache/sling-org-apache-sling-provisioning-model.git,1,6.7*1000
sling-launchpad-comparator,https://github.com/apache/sling-launchpad-comparator.git,1,1.3*1000
sling-org-apache-sling-jcr-davex,https://github.com/apache/sling-org-apache-sling-jcr-davex.git,2,913
sling-org-apache-sling-cassandra,https://github.com/apache/sling-org-apache-sling-cassandra.git,2,3.4*1000
sling-org-apache-sling-event-dea,https://github.com/apache/sling-org-apache-sling-event-dea.git,1,1.6*1000
sling-kickstart-maven-plugin,https://github.com/apache/sling-kickstart-maven-plugin.git,1,2.8*1000
sling-org-apache-sling-jcr-contentparser,https://github.com/apache/sling-org-apache-sling-jcr-contentparser.git,1,4.0*1000
sling-org-apache-sling-event-api,https://github.com/apache/sling-org-apache-sling-event-api.git,1,2.4*1000
sling-org-apache-sling-commons-threaddump,https://github.com/apache/sling-org-apache-sling-commons-threaddump.git,2,791
sling-org-apache-sling-performance,https://github.com/apache/sling-org-apache-sling-performance.git,2,4.1*1000
sling-org-apache-sling-commons-testing,https://github.com/apache/sling-org-apache-sling-commons-testing.git,1,10.2*1000
sling-jcrinstall-bundle-archetype,https://github.com/apache/sling-jcrinstall-bundle-archetype.git,1,663
sling-org-apache-sling-jcr-classloader,https://github.com/apache/sling-org-apache-sling-jcr-classloader.git,2,3.5*1000
sling-org-apache-sling-paxexam-util,https://github.com/apache/sling-org-apache-sling-paxexam-util.git,1,1.2*1000
sling-org-apache-sling-caconfig-spi,https://github.com/apache/sling-org-apache-sling-caconfig-spi.git,1,2.2*1000
sling-org-apache-sling-junit-teleporter,https://github.com/apache/sling-org-apache-sling-junit-teleporter.git,1,2.4*1000
sling-org-apache-sling-commons-scheduler,https://github.com/apache/sling-org-apache-sling-commons-scheduler.git,3,7.3*1000
sling-org-apache-sling-oak-restrictions,https://github.com/apache/sling-org-apache-sling-oak-restrictions.git,1,1.1*1000
sling-org-apache-sling-hapi,https://github.com/apache/sling-org-apache-sling-hapi.git,2,3.1*1000
sling-org-apache-sling-jcr-base,https://github.com/apache/sling-org-apache-sling-jcr-base.git,1,12.2*1000
sling-org-apache-sling-caconfig-integration-tests,https://github.com/apache/sling-org-apache-sling-caconfig-integration-tests.git,1,1.2*1000
sling-org-apache-sling-dynamic-include,https://github.com/apache/sling-org-apache-sling-dynamic-include.git,16,5.0*1000
sling-ide-tooling,https://github.com/apache/sling-ide-tooling.git,4,56.4*1000
sling-org-apache-sling-jcr-api,https://github.com/apache/sling-org-apache-sling-jcr-api.git,2,1.9*1000
sling-org-apache-sling-commons-osgi,https://github.com/apache/sling-org-apache-sling-commons-osgi.git,1,4.5*1000
sling-org-apache-sling-nosql-mongodb-resourceprovider,https://github.com/apache/sling-org-apache-sling-nosql-mongodb-resourceprovider.git,2,1.0*1000
sling-org-apache-sling-caconfig-impl,https://github.com/apache/sling-org-apache-sling-caconfig-impl.git,1,16.6*1000
sling-org-apache-sling-distribution-sample,https://github.com/apache/sling-org-apache-sling-distribution-sample.git,5,1.1*1000
sling-org-apache-sling-commons-mime,https://github.com/apache/sling-org-apache-sling-commons-mime.git,1,6.0*1000
sling-org-apache-sling-caconfig-bnd-plugin,https://github.com/apache/sling-org-apache-sling-caconfig-bnd-plugin.git,2,666
sling-org-apache-sling-distribution-kryo-serializer,https://github.com/apache/sling-org-apache-sling-distribution-kryo-serializer.git,1,1.1*1000
sling-org-apache-sling-commons-metrics-rrd4j,https://github.com/apache/sling-org-apache-sling-commons-metrics-rrd4j.git,1,1.7*1000
sling-org-apache-sling-installer-provider-jcr,https://github.com/apache/sling-org-apache-sling-installer-provider-jcr.git,3,3.8*1000
sling-org-apache-sling-nosql-generic,https://github.com/apache/sling-org-apache-sling-nosql-generic.git,2,3.0*1000
sling-org-apache-sling-caconfig-api,https://github.com/apache/sling-org-apache-sling-caconfig-api.git,3,825
sling-org-apache-sling-distribution-journal-messages,https://github.com/apache/sling-org-apache-sling-distribution-journal-messages.git,2,1.5*1000
sling-org-apache-sling-nosql-couchbase-resourceprovider,https://github.com/apache/sling-org-apache-sling-nosql-couchbase-resourceprovider.git,1,1.0*1000
sling-bundle-archetype,https://github.com/apache/sling-bundle-archetype.git,2,657
sling-org-apache-sling-bundleresource-impl,https://github.com/apache/sling-org-apache-sling-bundleresource-impl.git,1,4.9*1000
sling-org-apache-sling-distribution-journal-kafka,https://github.com/apache/sling-org-apache-sling-distribution-journal-kafka.git,1,2.0*1000
sling-org-apache-sling-nosql-couchbase-client,https://github.com/apache/sling-org-apache-sling-nosql-couchbase-client.git,1,867
sling-org-apache-sling-bnd-plugin-headers-parameters-remove,https://github.com/apache/sling-org-apache-sling-bnd-plugin-headers-parameters-remove.git,1,585
sling-org-apache-sling-distribution-journal-it,https://github.com/apache/sling-org-apache-sling-distribution-journal-it.git,1,3.6*1000
sling-org-apache-sling-mongodb,https://github.com/apache/sling-org-apache-sling-mongodb.git,3,1.8*1000
sling-org-apache-sling-jobs-it-services,https://github.com/apache/sling-org-apache-sling-jobs-it-services.git,1,758
sling-org-apache-sling-installer-it,https://github.com/apache/sling-org-apache-sling-installer-it.git,2,5.7*1000
sling-org-apache-sling-file-optimization,https://github.com/apache/sling-org-apache-sling-file-optimization.git,1,2.8*1000
sling-org-apache-sling-bnd-models,https://github.com/apache/sling-org-apache-sling-bnd-models.git,3,865
sling-org-apache-sling-mom,https://github.com/apache/sling-org-apache-sling-mom.git,2,843
sling-adapter-annotations,https://github.com/apache/sling-adapter-annotations.git,2,467
sling-org-apache-sling-installer-hc,https://github.com/apache/sling-org-apache-sling-installer-hc.git,2,720
sling-org-apache-sling-jobs-it,https://github.com/apache/sling-org-apache-sling-jobs-it.git,1,880
sling-org-apache-sling-commons-logservice,https://github.com/apache/sling-org-apache-sling-commons-logservice.git,1,702
sling-org-apache-sling-featureflags,https://github.com/apache/sling-org-apache-sling-featureflags.git,2,1.2*1000
sling-org-apache-sling-feature-resolver,https://github.com/apache/sling-org-apache-sling-feature-resolver.git,1,2.3*1000
sling-org-apache-sling-feature-r2f,https://github.com/apache/sling-org-apache-sling-feature-r2f.git,1,1.0*1000
sling-org-apache-sling-feature-modelconverter,https://github.com/apache/sling-org-apache-sling-feature-modelconverter.git,1,4.0*1000
sling-org-apache-sling-feature-karaf,https://github.com/apache/sling-org-apache-sling-feature-karaf.git,2,696
sling-org-apache-sling-feature-inventoryprinter,https://github.com/apache/sling-org-apache-sling-feature-inventoryprinter.git,1,625
sling-org-apache-sling-feature-extension-content,https://github.com/apache/sling-org-apache-sling-feature-extension-content.git,2,798
sling-org-apache-sling-feature-diff,https://github.com/apache/sling-org-apache-sling-feature-diff.git,1,1.7*1000
sling-org-apache-sling-feature-apiregions-model,https://github.com/apache/sling-org-apache-sling-feature-apiregions-model.git,1,1.8*1000
sling-org-apache-sling-feature-apiregions,https://github.com/apache/sling-org-apache-sling-feature-apiregions.git,2,3.6*1000
sling-feature-converter-maven-plugin,https://github.com/apache/sling-feature-converter-maven-plugin.git,1,5.3*1000
servicecomb-pack,https://github.com/apache/servicecomb-pack.git,1.9k,77.2*1000
juddi,https://github.com/apache/juddi.git,15,913.8*1000
pdfbox-jbig2,https://github.com/apache/pdfbox-jbig2.git,9,17.5*1000
geronimo-txmanager,https://github.com/apache/geronimo-txmanager.git,5,18.7*1000
tomcat-maven-plugin,https://github.com/apache/tomcat-maven-plugin.git,144,44.2*1000
geronimo-specs,https://github.com/apache/geronimo-specs.git,18,330.8*1000
nifi-registry,https://github.com/apache/nifi-registry.git,104,161.9*1000
portals-pluto,https://github.com/apache/portals-pluto.git,25,575.0*1000
nutch-webapp,https://github.com/apache/nutch-webapp.git,4,11.4*1000
samza-hello-samza,https://github.com/apache/samza-hello-samza.git,103,11.8*1000
tomee-chatterbox,https://github.com/apache/tomee-chatterbox.git,3,16.1*1000
logging-chainsaw,https://github.com/apache/logging-chainsaw.git,6,46.1*1000
incubator-crail,https://github.com/apache/incubator-crail.git,134,33.1*1000
metamodel,https://github.com/apache/metamodel.git,147,137.7*1000
datasketches-vector,https://github.com/apache/datasketches-vector.git,11,4.8*1000
openwhisk-intellij-plugin,https://github.com/apache/openwhisk-intellij-plugin.git,6,18.2*1000
apex-core,https://github.com/apache/apex-core.git,347,140.9*1000
dubbo-benchmark,https://github.com/apache/dubbo-benchmark.git,37,9.3*1000
datasketches-hive,https://github.com/apache/datasketches-hive.git,36,21.4*1000
felix-atomos,https://github.com/apache/felix-atomos.git,28,26.5*1000
incubator-weex-playground,https://github.com/apache/incubator-weex-playground.git,42,190.4*1000
reef,https://github.com/apache/reef.git,96,354.5*1000
tomcat-jakartaee-migration,https://github.com/apache/tomcat-jakartaee-migration.git,48,3.9*1000
tomcat-taglibs-standard,https://github.com/apache/tomcat-taglibs-standard.git,2,56.8*1000
tomcat-taglibs-rdc,https://github.com/apache/tomcat-taglibs-rdc.git,1,42.1*1000
phoenix-tephra,https://github.com/apache/phoenix-tephra.git,28,105.6*1000
servicemix-specs,https://github.com/apache/servicemix-specs.git,1,43.8*1000
bval,https://github.com/apache/bval.git,30,38.6*1000
activemq-openwire,https://github.com/apache/activemq-openwire.git,5,130.2*1000
activemq-nms-openwire-generator,https://github.com/apache/activemq-nms-openwire-generator.git,2,3.5*1000
activemq-cli-tools,https://github.com/apache/activemq-cli-tools.git,7,3.8*1000
sqoop,https://github.com/apache/sqoop.git,869,153.1*1000
servicecomb-saga-actuator,https://github.com/apache/servicecomb-saga-actuator.git,490,25.2*1000
accumulo-wikisearch,https://github.com/apache/accumulo-wikisearch.git,10,45.1*1000
fluo,https://github.com/apache/fluo.git,169,52.4*1000
accumulo-proxy,https://github.com/apache/accumulo-proxy.git,6,377.8*1000
qpid-jms-amqp-0-x,https://github.com/apache/qpid-jms-amqp-0-x.git,2,146.6*1000
datasketches-memory16,https://github.com/apache/datasketches-memory16.git,2,1.9*1000
karaf-cellar,https://github.com/apache/karaf-cellar.git,41,73.2*1000
karaf-cave,https://github.com/apache/karaf-cave.git,17,27.3*1000
openwhisk-runtime-ballerina,https://github.com/apache/openwhisk-runtime-ballerina.git,7,2.4*1000
datasketches-pig,https://github.com/apache/datasketches-pig.git,9,27.6*1000
netbeans-mavenutils-nbm-maven-harness,https://github.com/apache/netbeans-mavenutils-nbm-maven-harness.git,1,129
netbeans-mavenutils-archetype-netbeans-platform-app-archetype,https://github.com/apache/netbeans-mavenutils-archetype-netbeans-platform-app-archetype.git,2,255
freemarker-online-tester,https://github.com/apache/freemarker-online-tester.git,54,5.0*1000
geronimo-config,https://github.com/apache/geronimo-config.git,15,5.3*1000
netbeans-mavenutils-nb-repository-plugin,https://github.com/apache/netbeans-mavenutils-nb-repository-plugin.git,1,1.9*1000
netbeans-mavenutils-nbm-shared,https://github.com/apache/netbeans-mavenutils-nbm-shared.git,1,821
fineract-cn-command,https://github.com/apache/fineract-cn-command.git,3,2.2*1000
